Position	Gene	number_transitions	onset_gen	length	complete	Lineage	is_up	is_down	Condition
chrI:12134267:12136465:sri-13:WBGene00005525	sri-13	2	6	3	1	C2	1	0	Control
chrI:12134267:12136465:sri-14:WBGene00005526	sri-14	2	2	1	1	C2	1	0	Control
chrI:12134267:12136465:sri-14:WBGene00005526	sri-14	2	6	3	1	C2	1	0	Control
chrI:12144006:12146977:sri-17:WBGene00005529	sri-17	2	18	1	1	C2	1	0	Control
chrV:15963848:15965212:sri-2:WBGene00005514	sri-2	1	20	1	0	C2	0	1	Control
chrV:10368555:10369922:sri-20:WBGene00005532	sri-20	2	2	1	1	C2	0	1	Control
chrV:10368555:10369922:sri-20:WBGene00005532	sri-20	2	6	3	1	C2	0	1	Control
chrV:10368555:10369922:sri-20:WBGene00005532	sri-20	1	18	3	0	C2	0	1	Control
chrV:15215474:15216889:sri-26:WBGene00005538	sri-26	2	4	1	1	C2	0	1	Control
chrV:1725652:1727632:sri-27:WBGene00005539	sri-27	2	12	3	1	C2	0	1	Control
chrII:3046218:3048154:sri-30:WBGene00005542	sri-30	2	2	1	1	C2	1	0	Control
chrII:3046218:3048154:sri-30:WBGene00005542	sri-30	1	20	1	0	C2	1	0	Control
chrII:3152975:3154483:sri-32:WBGene00005544	sri-32	2	6	1	1	C2	0	1	Control
chrII:3152975:3154483:sri-32:WBGene00005544	sri-32	2	12	3	1	C2	0	1	Control
chrII:3177962:3180476:sri-40:WBGene00005552	sri-40	1	20	1	0	C2	0	1	Control
chrII:3143393:3144652:sri-43:WBGene00005555	sri-43	2	4	1	1	C2	1	0	Control
chrII:3143393:3144652:sri-43:WBGene00005555	sri-43	2	18	1	1	C2	1	0	Control
chrII:659824:661796:sri-45:WBGene00005557	sri-45	2	2	7	1	C2	1	0	Control
chrI:11182816:11186206:sri-5:WBGene00005517	sri-5	2	2	1	1	C2	1	0	Control
chrI:11182816:11186206:sri-5:WBGene00005517	sri-5	2	8	3	1	C2	1	0	Control
chrII:3197612:3199098:sri-51:WBGene00005563	sri-51	2	10	1	1	C2	0	1	Control
chrII:3135580:3137904:sri-54:WBGene00005566	sri-54	2	2	1	1	C2	0	1	Control
chrII:2670535:2672128:sri-57:WBGene00005569	sri-57	2	10	5	1	C2	1	0	Control
chrII:2670535:2672128:sri-57:WBGene00005569	sri-57	1	20	1	0	C2	1	0	Control
chrV:13185683:13187428:sri-6:WBGene00005518	sri-6	2	6	1	1	C2	1	0	Control
chrII:2696938:2698478:sri-62:WBGene00005574	sri-62	2	4	3	1	C2	0	1	Control
chrII:2696938:2698478:sri-62:WBGene00005574	sri-62	2	16	1	1	C2	0	1	Control
chrV:566718:568205:sri-72:WBGene00005584	sri-72	2	2	3	1	C2	1	0	Control
chrV:564390:566084:sri-73:WBGene00005585	sri-73	2	2	3	1	C2	0	1	Control
chrV:564390:566084:sri-73:WBGene00005585	sri-73	2	10	1	1	C2	0	1	Control
chrV:564390:566084:sri-73:WBGene00005585	sri-73	1	16	5	0	C2	0	1	Control
chrII:2580900:2583346:sri-74:WBGene00005586	sri-74	2	2	1	1	C2	0	1	Control
chrII:2580900:2583346:sri-74:WBGene00005586	sri-74	2	8	1	1	C2	0	1	Control
chrII:2580900:2583346:sri-74:WBGene00005586	sri-74	2	12	3	1	C2	0	1	Control
chrII:2580900:2583346:sri-74:WBGene00005586	sri-74	2	18	1	1	C2	0	1	Control
chrII:2603207:2605419:sri-77:WBGene00005589	sri-77	2	4	1	1	C2	1	0	Control
chrII:3185157:3186790:sri-78:WBGene00005590	sri-78	2	18	1	1	C2	1	0	Control
chrIV:11963909:11965427:srj-1:WBGene00005591	srj-1	1	20	1	0	C2	0	1	Control
chrV:1962814:1964906:srj-15:WBGene00005603	srj-15	2	18	1	1	C2	1	0	Control
chrV:2568875:2570743:srj-19:WBGene00005607	srj-19	2	6	1	1	C2	0	1	Control
chrV:10745428:10746469:srj-21:WBGene00005609	srj-21	2	4	1	1	C2	0	1	Control
chrV:1451633:1454340:srj-23:WBGene00005611	srj-23	2	2	3	1	C2	1	0	Control
chrV:1451633:1454340:srj-23:WBGene00005611	srj-23	2	12	3	1	C2	1	0	Control
chrV:1451633:1454340:srj-23:WBGene00005611	srj-23	1	20	1	0	C2	1	0	Control
chrV:736802:738870:srj-24:WBGene00005612	srj-24	2	4	1	1	C2	1	0	Control
chrV:734419:736271:srj-25:WBGene00005613	srj-25	2	4	1	1	C2	1	0	Control
chrV:734419:736271:srj-25:WBGene00005613	srj-25	2	12	3	1	C2	1	0	Control
chrV:734419:736271:srj-25:WBGene00005613	srj-25	2	18	1	1	C2	1	0	Control
chrV:18421096:18423477:srj-26:WBGene00005614	srj-26	2	2	1	1	C2	1	0	Control
chrV:18421096:18423477:srj-26:WBGene00005614	srj-26	2	8	1	1	C2	1	0	Control
chrV:18421096:18423477:srj-26:WBGene00005614	srj-26	1	20	1	0	C2	1	0	Control
chrV:15126211:15127513:srj-27:WBGene00005615	srj-27	2	2	3	1	C2	1	0	Control
chrV:15126211:15127513:srj-27:WBGene00005615	srj-27	2	18	1	1	C2	1	0	Control
chrV:638627:639928:srj-37:WBGene00005621	srj-37	2	4	1	1	C2	1	0	Control
chrV:638627:639928:srj-37:WBGene00005621	srj-37	2	18	1	1	C2	1	0	Control
chrV:2844562:2845871:srj-44:WBGene00005626	srj-44	2	2	7	1	C2	1	0	Control
chrV:2844562:2845871:srj-44:WBGene00005626	srj-44	1	18	3	0	C2	1	0	Control
chrV:651836:653040:srj-5:WBGene00005593	srj-5	2	2	1	1	C2	0	1	Control
chrV:693540:694725:srj-53:WBGene00005632	srj-53	2	4	3	1	C2	1	0	Control
chrV:693540:694725:srj-53:WBGene00005632	srj-53	2	12	7	1	C2	1	0	Control
chrV:653302:654502:srj-6:WBGene00005594	srj-6	2	4	1	1	C2	1	0	Control
chrV:3432258:3433658:srj-9:WBGene00005597	srj-9	2	8	1	1	C2	1	0	Control
chrV:3432258:3433658:srj-9:WBGene00005597	srj-9	2	12	3	1	C2	1	0	Control
chrIV:5008677:5010789:srm-2:WBGene00005639	srm-2	2	6	1	1	C2	0	1	Control
chrV:14333415:14334803:srm-4:WBGene00009808	srm-4	2	12	3	1	C2	0	1	Control
chrV:1908841:1910692:srp-3:WBGene00005644	srp-3	2	6	3	1	C2	0	1	Control
chrV:1908841:1910692:srp-3:WBGene00005644	srp-3	1	18	3	0	C2	0	1	Control
chrIII:4378908:4379206:srpr-1.1:WBGene00045189	srpr-1.1	2	2	9	1	C2	0	1	Control
chrIII:4378908:4379206:srpr-1.1:WBGene00045189	srpr-1.1	1	18	3	0	C2	0	1	Control
chrIII:4369467:4369766:srpr-1.2:WBGene00045168	srpr-1.2	2	6	3	1	C2	0	1	Control
chrIII:4369467:4369766:srpr-1.2:WBGene00045168	srpr-1.2	1	20	1	0	C2	0	1	Control
chrIII:5211219:5211518:srpr-2.1:WBGene00195016	srpr-2.1	2	6	3	1	C2	0	1	Control
chrIII:5211219:5211518:srpr-2.1:WBGene00195016	srpr-2.1	2	12	3	1	C2	0	1	Control
chrIII:5211219:5211518:srpr-2.1:WBGene00195016	srpr-2.1	1	20	1	0	C2	0	1	Control
chrIII:5031409:5031708:srpr-2.2:WBGene00195017	srpr-2.2	2	6	3	1	C2	0	1	Control
chrIII:5031409:5031708:srpr-2.2:WBGene00195017	srpr-2.2	2	12	3	1	C2	0	1	Control
chrIII:5031409:5031708:srpr-2.2:WBGene00195017	srpr-2.2	1	20	1	0	C2	0	1	Control
chrV:9293333:9293632:srpr-3:WBGene00195018	srpr-3	1	18	3	0	C2	0	1	Control
chrV:7735618:7737024:srr-10:WBGene00005661	srr-10	2	4	1	1	C2	0	1	Control
chrV:7735618:7737024:srr-10:WBGene00005661	srr-10	2	10	9	1	C2	0	1	Control
chrV:5001685:5003414:srr-8:WBGene00005659	srr-8	1	20	1	0	C2	0	1	Control
chrV:4973313:4974777:srsx-10:WBGene00044117	srsx-10	2	18	1	1	C2	1	0	Control
chrIV:5624854:5627156:srsx-14:WBGene00016543	srsx-14	2	4	1	1	C2	0	1	Control
chrIV:5615407:5619743:srsx-16:WBGene00044125	srsx-16	2	4	1	1	C2	0	1	Control
chrIV:5615407:5619743:srsx-16:WBGene00044125	srsx-16	2	8	1	1	C2	0	1	Control
chrV:5927646:5930417:srsx-17:WBGene00019032	srsx-17	2	4	1	1	C2	1	0	Control
chrV:5922535:5924297:srsx-18:WBGene00015419	srsx-18	2	8	1	1	C2	1	0	Control
chrV:5922535:5924297:srsx-18:WBGene00015419	srsx-18	2	12	3	1	C2	1	0	Control
chrV:5922535:5924297:srsx-18:WBGene00015419	srsx-18	1	20	1	0	C2	1	0	Control
chrV:13887657:13889661:srsx-19:WBGene00011931	srsx-19	2	2	1	1	C2	1	0	Control
chrV:9837978:9839588:srsx-21:WBGene00011084	srsx-21	2	6	3	1	C2	1	0	Control
chrV:9837978:9839588:srsx-21:WBGene00011084	srsx-21	1	18	3	0	C2	1	0	Control
chrV:8351670:8353085:srsx-22:WBGene00018180	srsx-22	2	4	5	1	C2	1	0	Control
chrV:8351670:8353085:srsx-22:WBGene00018180	srsx-22	1	18	3	0	C2	1	0	Control
chrV:7377896:7379484:srsx-24:WBGene00015401	srsx-24	2	2	1	1	C2	1	0	Control
chrV:7377896:7379484:srsx-24:WBGene00015401	srsx-24	2	6	3	1	C2	1	0	Control
chrV:7377896:7379484:srsx-24:WBGene00015401	srsx-24	1	20	1	0	C2	1	0	Control
chrV:10149048:10150891:srsx-26:WBGene00008247	srsx-26	2	2	1	1	C2	1	0	Control
chrV:10149048:10150891:srsx-26:WBGene00008247	srsx-26	2	6	1	1	C2	1	0	Control
chrV:10149048:10150891:srsx-26:WBGene00008247	srsx-26	2	18	1	1	C2	1	0	Control
chrV:10152577:10154831:srsx-28:WBGene00008249	srsx-28	2	4	1	1	C2	0	1	Control
chrV:10152577:10154831:srsx-28:WBGene00008249	srsx-28	2	12	3	1	C2	0	1	Control
chrV:11254012:11255080:srsx-31:WBGene00008552	srsx-31	2	2	1	1	C2	0	1	Control
chrV:11254012:11255080:srsx-31:WBGene00008552	srsx-31	2	12	3	1	C2	0	1	Control
chrV:7017358:7018851:srsx-32:WBGene00017615	srsx-32	2	18	1	1	C2	0	1	Control
chrV:15808118:15810036:srsx-36:WBGene00012055	srsx-36	2	2	5	1	C2	1	0	Control
chrV:15808118:15810036:srsx-36:WBGene00012055	srsx-36	2	12	3	1	C2	1	0	Control
chrV:15808118:15810036:srsx-36:WBGene00012055	srsx-36	2	18	1	1	C2	1	0	Control
chrV:15257580:15259149:srsx-37:WBGene00010800	srsx-37	2	2	1	1	C2	1	0	Control
chrV:15257580:15259149:srsx-37:WBGene00010800	srsx-37	2	6	1	1	C2	1	0	Control
chrV:7701047:7703636:srsx-40:WBGene00022655	srsx-40	2	2	1	1	C2	0	1	Control
chrV:7701047:7703636:srsx-40:WBGene00022655	srsx-40	2	16	1	1	C2	0	1	Control
chrV:7928959:7930337:srsx-5:WBGene00022404	srsx-5	2	4	1	1	C2	0	1	Control
chrV:7925782:7926920:srsx-7:WBGene00022406	srsx-7	2	2	3	1	C2	1	0	Control
chrV:7925782:7926920:srsx-7:WBGene00022406	srsx-7	2	18	1	1	C2	1	0	Control
chrV:1551043:1553102:srsx-8:WBGene00018709	srsx-8	2	18	1	1	C2	1	0	Control
chrII:14805985:14808087:srt-11:WBGene00012181	srt-11	2	18	1	1	C2	0	1	Control
chrV:4247968:4250147:srt-13:WBGene00022528	srt-13	2	4	1	1	C2	1	0	Control
chrV:4247968:4250147:srt-13:WBGene00022528	srt-13	1	16	5	0	C2	1	0	Control
chrV:9014407:9015640:srt-18:WBGene00019850	srt-18	2	2	1	1	C2	1	0	Control
chrV:9014407:9015640:srt-18:WBGene00019850	srt-18	2	6	1	1	C2	1	0	Control
chrV:15314667:15315927:srt-22:WBGene00014191	srt-22	2	6	1	1	C2	1	0	Control
chrV:15314667:15315927:srt-22:WBGene00014191	srt-22	1	20	1	0	C2	1	0	Control
chrV:2712033:2713632:srt-28:WBGene00016049	srt-28	2	2	1	1	C2	1	0	Control
chrV:14278311:14279877:srt-33:WBGene00009603	srt-33	2	2	1	1	C2	0	1	Control
chrV:14278311:14279877:srt-33:WBGene00009603	srt-33	2	6	3	1	C2	0	1	Control
chrV:2577902:2579816:srt-4:WBGene00016232	srt-4	2	2	1	1	C2	0	1	Control
chrV:2205029:2206281:srt-40:WBGene00021169	srt-40	2	4	1	1	C2	0	1	Control
chrV:2205029:2206281:srt-40:WBGene00021169	srt-40	1	18	3	0	C2	0	1	Control
chrV:12769267:12770964:srt-43:WBGene00008937	srt-43	2	6	1	1	C2	0	1	Control
chrIV:15103628:15106483:srt-44:WBGene00010950	srt-44	2	2	5	1	C2	0	1	Control
chrIV:15103628:15106483:srt-44:WBGene00010950	srt-44	2	10	5	1	C2	0	1	Control
chrIV:15103628:15106483:srt-44:WBGene00010950	srt-44	1	18	3	0	C2	0	1	Control
chrV:19784128:19785961:srt-45:WBGene00010929	srt-45	2	18	1	1	C2	1	0	Control
chrIV:15049410:15053371:srt-47:WBGene00012770	srt-47	2	18	1	1	C2	1	0	Control
chrIV:15092880:15098376:srt-49:WBGene00012772	srt-49	2	4	1	1	C2	1	0	Control
chrIV:15074691:15088581:srt-50:WBGene00012775	srt-50	2	6	1	1	C2	1	0	Control
chrIV:15074691:15088581:srt-50:WBGene00012775	srt-50	2	10	1	1	C2	1	0	Control
chrIV:15074691:15088581:srt-50:WBGene00012775	srt-50	1	18	3	0	C2	1	0	Control
chrV:49955:56046:srt-52:WBGene00021413	srt-52	2	8	1	1	C2	1	0	Control
chrV:49955:56046:srt-52:WBGene00021413	srt-52	1	18	3	0	C2	1	0	Control
chrII:117215:118691:srt-54:WBGene00019614	srt-54	2	10	1	1	C2	1	0	Control
chrI:10899101:10902103:srt-62:WBGene00020857	srt-62	2	4	1	1	C2	1	0	Control
chrV:5170913:5172933:srt-65:WBGene00015368	srt-65	2	2	3	1	C2	1	0	Control
chrV:5170913:5172933:srt-65:WBGene00015368	srt-65	2	8	1	1	C2	1	0	Control
chrV:5170913:5172933:srt-65:WBGene00015368	srt-65	2	16	3	1	C2	1	0	Control
chrV:5250603:5252116:srt-68:WBGene00015068	srt-68	2	8	1	1	C2	1	0	Control
chrV:5250603:5252116:srt-68:WBGene00015068	srt-68	1	18	3	0	C2	1	0	Control
chrV:5263950:5265681:srt-69:WBGene00015072	srt-69	2	4	1	1	C2	1	0	Control
chrV:5258035:5259548:srt-70:WBGene00015070	srt-70	2	4	1	1	C2	1	0	Control
chrIV:7879316:7881055:srt-73:WBGene00020288	srt-73	1	20	1	0	C2	0	1	Control
chrV:14281119:14282322:srt-74:WBGene00044002	srt-74	2	2	3	1	C2	0	1	Control
chrV:14281119:14282322:srt-74:WBGene00044002	srt-74	2	18	1	1	C2	0	1	Control
chrIV:9488621:9490286:sru-1:WBGene00005664	sru-1	2	2	1	1	C2	1	0	Control
chrIV:12521238:12522621:sru-13:WBGene00005676	sru-13	2	8	1	1	C2	0	1	Control
chrIV:12521238:12522621:sru-13:WBGene00005676	sru-13	1	20	1	0	C2	0	1	Control
chrIV:17396209:17397491:sru-15:WBGene00005678	sru-15	2	2	3	1	C2	0	1	Control
chrIV:9486271:9487631:sru-2:WBGene00005665	sru-2	2	6	1	1	C2	1	0	Control
chrIV:9486271:9487631:sru-2:WBGene00005665	sru-2	2	18	1	1	C2	1	0	Control
chrIV:12487578:12489721:sru-26:WBGene00005689	sru-26	2	18	1	1	C2	0	1	Control
chrIV:8788448:8790244:sru-35:WBGene00005698	sru-35	2	2	1	1	C2	1	0	Control
chrV:9834462:9836088:sru-38:WBGene00005701	sru-38	2	4	1	1	C2	1	0	Control
chrV:9803475:9804632:sru-39:WBGene00005702	sru-39	2	6	1	1	C2	1	0	Control
chrIV:9498387:9499588:sru-4:WBGene00005667	sru-4	2	2	1	1	C2	0	1	Control
chrV:15650466:15652413:sru-42:WBGene00005705	sru-42	2	12	3	1	C2	0	1	Control
chrV:16466465:16467940:sru-44:WBGene00005707	sru-44	2	4	1	1	C2	1	0	Control
chrI:11289040:11291977:sru-47:WBGene00005710	sru-47	2	18	1	1	C2	0	1	Control
chrV:9843865:9846161:sru-8:WBGene00005671	sru-8	2	4	1	1	C2	1	0	Control
chrIV:13588992:13590337:sru-9:WBGene00005672	sru-9	2	10	1	1	C2	0	1	Control
chrV:13423907:13425266:srv-10:WBGene00005721	srv-10	2	2	1	1	C2	0	1	Control
chrV:13423907:13425266:srv-10:WBGene00005721	srv-10	2	16	1	1	C2	0	1	Control
chrIV:15906581:15910175:srv-15:WBGene00005726	srv-15	2	2	3	1	C2	1	0	Control
chrIV:15906581:15910175:srv-15:WBGene00005726	srv-15	2	8	1	1	C2	1	0	Control
chrIV:15906581:15910175:srv-15:WBGene00005726	srv-15	2	18	1	1	C2	1	0	Control
chrIV:15931821:15933914:srv-16:WBGene00005727	srv-16	2	6	3	1	C2	0	1	Control
chrIV:15931821:15933914:srv-16:WBGene00005727	srv-16	1	18	3	0	C2	0	1	Control
chrIV:5867688:5870172:srv-17:WBGene00005728	srv-17	2	18	1	1	C2	0	1	Control
chrIV:6302158:6303742:srv-25:WBGene00005736	srv-25	2	12	3	1	C2	1	0	Control
chrIV:6279959:6282243:srv-32:WBGene00005743	srv-32	2	2	3	1	C2	1	0	Control
chrV:16372416:16374776:srv-34:WBGene00005745	srv-34	2	4	1	1	C2	0	1	Control
chrX:4252346:4254174:srv-5:WBGene00005716	srv-5	2	2	1	1	C2	1	0	Control
chrX:4252346:4254174:srv-5:WBGene00005716	srv-5	2	6	1	1	C2	1	0	Control
chrV:13418950:13420740:srv-8:WBGene00005719	srv-8	2	10	1	1	C2	0	1	Control
chrV:13418950:13420740:srv-8:WBGene00005719	srv-8	2	16	1	1	C2	0	1	Control
chrV:13418950:13420740:srv-8:WBGene00005719	srv-8	1	20	1	0	C2	0	1	Control
chrV:1722265:1725261:srw-101:WBGene00005848	srw-101	2	2	9	1	C2	1	0	Control
chrV:1722265:1725261:srw-101:WBGene00005848	srw-101	2	16	1	1	C2	1	0	Control
chrV:1722265:1725261:srw-101:WBGene00005848	srw-101	1	20	1	0	C2	1	0	Control
chrV:1720226:1721973:srw-102:WBGene00005849	srw-102	2	6	3	1	C2	1	0	Control
chrV:1720226:1721973:srw-102:WBGene00005849	srw-102	1	18	3	0	C2	1	0	Control
chrV:15239069:15240315:srw-11:WBGene00005758	srw-11	2	2	9	1	C2	0	1	Control
chrV:15239069:15240315:srw-11:WBGene00005758	srw-11	2	18	1	1	C2	0	1	Control
chrV:3004140:3006064:srw-112:WBGene00005859	srw-112	2	2	1	1	C2	0	1	Control
chrV:15333150:15334571:srw-113:WBGene00005860	srw-113	2	4	1	1	C2	1	0	Control
chrV:15333150:15334571:srw-113:WBGene00005860	srw-113	1	20	1	0	C2	1	0	Control
chrV:15237169:15238652:srw-12:WBGene00005759	srw-12	2	6	1	1	C2	1	0	Control
chrV:3010926:3011671:srw-135:WBGene00005882	srw-135	2	2	1	1	C2	0	1	Control
chrV:15225949:15227472:srw-14:WBGene00005761	srw-14	2	8	1	1	C2	1	0	Control
chrV:15225949:15227472:srw-14:WBGene00005761	srw-14	2	18	1	1	C2	1	0	Control
chrV:2939602:2941505:srw-143:WBGene00005890	srw-143	2	2	3	1	C2	1	0	Control
chrV:2939602:2941505:srw-143:WBGene00005890	srw-143	2	18	1	1	C2	1	0	Control
chrV:13937149:13939617:srw-145:WBGene00011197	srw-145	2	6	1	1	C2	1	0	Control
chrV:15230542:15231893:srw-15:WBGene00005762	srw-15	2	2	5	1	C2	1	0	Control
chrV:15230542:15231893:srw-15:WBGene00005762	srw-15	2	18	1	1	C2	1	0	Control
chrV:16873941:16875455:srw-23:WBGene00005770	srw-23	2	12	3	1	C2	1	0	Control
chrV:16423098:16424528:srw-29:WBGene00005776	srw-29	2	2	1	1	C2	1	0	Control
chrV:16423098:16424528:srw-29:WBGene00005776	srw-29	2	18	1	1	C2	1	0	Control
chrV:7705615:7706955:srw-3:WBGene00005750	srw-3	2	12	3	1	C2	0	1	Control
chrV:20170119:20172041:srw-39:WBGene00005786	srw-39	2	6	1	1	C2	0	1	Control
chrV:16420995:16422774:srw-48:WBGene00005795	srw-48	2	2	1	1	C2	1	0	Control
chrV:16420995:16422774:srw-48:WBGene00005795	srw-48	2	8	1	1	C2	1	0	Control
chrII:2958607:2961883:srw-60:WBGene00005807	srw-60	2	4	1	1	C2	0	1	Control
chrIV:16236731:16238655:srw-61:WBGene00005808	srw-61	2	2	1	1	C2	1	0	Control
chrIV:16236731:16238655:srw-61:WBGene00005808	srw-61	2	8	1	1	C2	1	0	Control
chrIV:16236731:16238655:srw-61:WBGene00005808	srw-61	1	20	1	0	C2	1	0	Control
chrII:7825406:7826694:srw-62:WBGene00005809	srw-62	2	6	1	1	C2	0	1	Control
chrIV:14014023:14015944:srw-63:WBGene00005810	srw-63	2	2	1	1	C2	1	0	Control
chrIV:14014023:14015944:srw-63:WBGene00005810	srw-63	2	6	1	1	C2	1	0	Control
chrIV:14014023:14015944:srw-63:WBGene00005810	srw-63	1	18	3	0	C2	1	0	Control
chrV:7425258:7426694:srw-68:WBGene00005815	srw-68	2	16	1	1	C2	0	1	Control
chrV:7427325:7428980:srw-69:WBGene00005816	srw-69	2	2	3	1	C2	0	1	Control
chrV:3806260:3807752:srw-7:WBGene00005754	srw-7	1	20	1	0	C2	0	1	Control
chrV:7429338:7431116:srw-71:WBGene00005818	srw-71	2	4	1	1	C2	1	0	Control
chrV:7429338:7431116:srw-71:WBGene00005818	srw-71	2	8	1	1	C2	1	0	Control
chrV:16586741:16588528:srw-73:WBGene00005820	srw-73	2	4	1	1	C2	0	1	Control
chrV:16586741:16588528:srw-73:WBGene00005820	srw-73	2	18	1	1	C2	0	1	Control
chrV:3032577:3034336:srw-8:WBGene00005755	srw-8	2	2	1	1	C2	1	0	Control
chrV:3032577:3034336:srw-8:WBGene00005755	srw-8	2	18	1	1	C2	1	0	Control
chrV:18431749:18434205:srw-82:WBGene00005829	srw-82	2	18	1	1	C2	0	1	Control
chrV:19381267:19384760:srw-84:WBGene00005831	srw-84	2	2	1	1	C2	0	1	Control
chrI:12720204:12722092:srw-88:WBGene00005835	srw-88	2	4	1	1	C2	1	0	Control
chrV:4017079:4019026:srw-89:WBGene00005836	srw-89	2	8	1	1	C2	1	0	Control
chrV:4017079:4019026:srw-89:WBGene00005836	srw-89	1	20	1	0	C2	1	0	Control
chrIV:4814484:4817316:srw-94:WBGene00005841	srw-94	2	4	1	1	C2	0	1	Control
chrIV:4814484:4817316:srw-94:WBGene00005841	srw-94	2	12	3	1	C2	0	1	Control
chrIV:4814484:4817316:srw-94:WBGene00005841	srw-94	1	20	1	0	C2	0	1	Control
chrIV:4812074:4814029:srw-95:WBGene00005842	srw-95	2	6	1	1	C2	1	0	Control
chrIV:4812074:4814029:srw-95:WBGene00005842	srw-95	2	18	1	1	C2	1	0	Control
chrII:1667521:1669013:srw-97:WBGene00005844	srw-97	2	2	7	1	C2	1	0	Control
chrII:1667521:1669013:srw-97:WBGene00005844	srw-97	2	12	3	1	C2	1	0	Control
chrII:1667521:1669013:srw-97:WBGene00005844	srw-97	1	18	3	0	C2	1	0	Control
chrV:1676473:1678328:srw-98:WBGene00005845	srw-98	2	6	3	1	C2	1	0	Control
chrV:1676473:1678328:srw-98:WBGene00005845	srw-98	1	20	1	0	C2	1	0	Control
chrV:9003708:9004967:srx-1:WBGene00005892	srx-1	2	4	1	1	C2	0	1	Control
chrV:9003708:9004967:srx-1:WBGene00005892	srx-1	1	18	3	0	C2	0	1	Control
chrII:3757798:3759252:srx-111:WBGene00006002	srx-111	2	6	1	1	C2	0	1	Control
chrII:3757798:3759252:srx-111:WBGene00006002	srx-111	2	12	3	1	C2	0	1	Control
chrV:12670906:12672726:srx-116:WBGene00006007	srx-116	2	2	1	1	C2	0	1	Control
chrV:12670906:12672726:srx-116:WBGene00006007	srx-116	2	8	1	1	C2	0	1	Control
chrV:12670906:12672726:srx-116:WBGene00006007	srx-116	2	12	7	1	C2	0	1	Control
chrII:12528246:12529746:srx-119:WBGene00006010	srx-119	2	2	1	1	C2	0	1	Control
chrII:12528246:12529746:srx-119:WBGene00006010	srx-119	2	6	1	1	C2	0	1	Control
chrV:13367323:13370091:srx-125:WBGene00006016	srx-125	2	4	1	1	C2	1	0	Control
chrIV:1114696:1118666:srx-13:WBGene00005904	srx-13	2	8	1	1	C2	0	1	Control
chrIV:1114696:1118666:srx-13:WBGene00005904	srx-13	2	12	3	1	C2	0	1	Control
chrV:13859205:13861402:srx-135:WBGene00006026	srx-135	2	6	3	1	C2	1	0	Control
chrV:13857431:13859020:srx-136:WBGene00006027	srx-136	2	4	1	1	C2	0	1	Control
chrV:13862804:13864110:srx-137:WBGene00006028	srx-137	2	2	1	1	C2	0	1	Control
chrV:13862804:13864110:srx-137:WBGene00006028	srx-137	2	12	3	1	C2	0	1	Control
chrV:13862804:13864110:srx-137:WBGene00006028	srx-137	2	18	1	1	C2	0	1	Control
chrIV:1111461:1113738:srx-14:WBGene00005905	srx-14	2	2	1	1	C2	0	1	Control
chrIV:1111461:1113738:srx-14:WBGene00005905	srx-14	2	8	1	1	C2	0	1	Control
chrIV:1111461:1113738:srx-14:WBGene00005905	srx-14	2	12	3	1	C2	0	1	Control
chrIV:1111461:1113738:srx-14:WBGene00005905	srx-14	1	18	3	0	C2	0	1	Control
chrIV:6873257:6874774:srx-19:WBGene00005910	srx-19	2	6	1	1	C2	0	1	Control
chrV:9009474:9010830:srx-2:WBGene00005893	srx-2	2	2	1	1	C2	1	0	Control
chrV:9009474:9010830:srx-2:WBGene00005893	srx-2	2	8	1	1	C2	1	0	Control
chrV:9009474:9010830:srx-2:WBGene00005893	srx-2	1	20	1	0	C2	1	0	Control
chrV:682330:683970:srx-23:WBGene00005914	srx-23	2	6	1	1	C2	0	1	Control
chrV:7117515:7118896:srx-33:WBGene00005924	srx-33	2	2	3	1	C2	1	0	Control
chrV:7117515:7118896:srx-33:WBGene00005924	srx-33	2	18	1	1	C2	1	0	Control
chrV:7119062:7120268:srx-34:WBGene00005925	srx-34	2	18	1	1	C2	0	1	Control
chrV:7129706:7131074:srx-36:WBGene00005927	srx-36	2	6	1	1	C2	0	1	Control
chrV:9353246:9354497:srx-46:WBGene00005937	srx-46	1	20	1	0	C2	0	1	Control
chrIV:7057976:7059911:srx-50:WBGene00005941	srx-50	2	4	1	1	C2	0	1	Control
chrIV:7057976:7059911:srx-50:WBGene00005941	srx-50	2	18	1	1	C2	0	1	Control
chrV:15281898:15283562:srx-51:WBGene00005942	srx-51	2	18	1	1	C2	0	1	Control
chrV:7374389:7375594:srx-56:WBGene00005947	srx-56	2	4	1	1	C2	0	1	Control
chrV:7374389:7375594:srx-56:WBGene00005947	srx-56	2	8	1	1	C2	0	1	Control
chrV:15352675:15353985:srx-58:WBGene00005949	srx-58	2	2	5	1	C2	1	0	Control
chrV:15352675:15353985:srx-58:WBGene00005949	srx-58	2	16	1	1	C2	1	0	Control
chrV:3912771:3914597:srx-68:WBGene00005959	srx-68	2	2	3	1	C2	1	0	Control
chrV:3912771:3914597:srx-68:WBGene00005959	srx-68	2	16	3	1	C2	1	0	Control
chrV:4666744:4668736:srx-77:WBGene00005968	srx-77	2	6	3	1	C2	1	0	Control
chrV:15095048:15097452:srx-78:WBGene00005969	srx-78	2	2	7	1	C2	1	0	Control
chrV:15095048:15097452:srx-78:WBGene00005969	srx-78	1	20	1	0	C2	1	0	Control
chrV:11599159:11600628:srx-84:WBGene00005975	srx-84	2	4	1	1	C2	0	1	Control
