gene_name	gene	number_transitions	onset_gen	length	complete	Lineage	is_up	is_down	Condition
Gene:WBGene00001168:26G:eef-1A.1, F31E3.5:ALG, CSR	eef-1A.1, F31E3.5	2	14	3	1	C2	0	1	Control
Gene:WBGene00001488:26G:frm-1, ZK270.2:ALG, WAGO	frm-1, ZK270.2	2	8	5	1	C2	1	0	Control
Gene:WBGene00001565:26G:C14B9.6, gei-8:ALG, CSR	C14B9.6, gei-8	2	4	3	1	C2	0	1	Control
Gene:WBGene00002005:26G:F26D10.3, hsp-1:ALG, CSR	F26D10.3, hsp-1	2	10	1	1	C2	0	1	Control
Gene:WBGene00002083:26G:F57B9.6, inf-1:ALG, CSR	F57B9.6, inf-1	1	18	3	0	C2	0	1	Control
Gene:WBGene00002147:26G:C41C4.4, ire-1:ALG, WAGO	C41C4.4, ire-1	2	2	1	1	C2	0	1	Control
Gene:WBGene00002202:26G:C03C10.1, kin-19:ALG, CSR	C03C10.1, kin-19	2	8	1	1	C2	0	1	Control
Gene:WBGene00002219:26G:K11D9.1, klp-7:ALG, CSR	K11D9.1, klp-7	2	4	3	1	C2	0	1	Control
Gene:WBGene00002229:26G:klp-19, Y43F4B.6:ALG, CSR	klp-19, Y43F4B.6	2	10	1	1	C2	0	1	Control
Gene:WBGene00002250:26G:lap-2, W07G4.4:ALG, CSR	lap-2, W07G4.4	2	2	1	1	C2	0	1	Control
Gene:WBGene00002250:26G:lap-2, W07G4.4:ALG, CSR	lap-2, W07G4.4	2	18	1	1	C2	0	1	Control
Gene:WBGene00002263:26G:K08H10.1, lea-1:ALG	K08H10.1, lea-1	2	8	1	1	C2	0	1	Control
Gene:WBGene00002694:26G:C10H11.9, let-502:ALG, CSR	C10H11.9, let-502	2	2	1	1	C2	0	1	Control
Gene:WBGene00002783:26G:F57B10.1, let-607:ALG, CSR	F57B10.1, let-607	1	20	1	0	C2	0	1	Control
Gene:WBGene00003367:26G:M106.1, mix-1:CSR, ERGO	M106.1, mix-1	2	8	5	1	C2	1	0	Control
Gene:WBGene00003367:26G:M106.1, mix-1:CSR, ERGO	M106.1, mix-1	2	16	1	1	C2	1	0	Control
Gene:WBGene00003367:26G:M106.1, mix-1:CSR, ERGO	M106.1, mix-1	1	20	1	0	C2	1	0	Control
Gene:WBGene00003572:26G:C07A9.11, ncx-7:ERGO	C07A9.11, ncx-7	2	4	9	1	C2	0	1	Control
Gene:WBGene00003572:26G:C07A9.11, ncx-7:ERGO	C07A9.11, ncx-7	1	16	5	0	C2	0	1	Control
Gene:WBGene00003576:26G:ndc-80, W01B6.9:ALG, CSR	ndc-80, W01B6.9	2	2	5	1	C2	1	0	Control
Gene:WBGene00003831:26G:C09H10.3, nuo-1:ALG, CSR	C09H10.3, nuo-1	2	4	3	1	C2	0	1	Control
Gene:WBGene00003902:26G:pab-1, Y106G6H.2:ALG	pab-1, Y106G6H.2	2	2	1	1	C2	1	0	Control
Gene:WBGene00003902:26G:pab-1, Y106G6H.2:ALG	pab-1, Y106G6H.2	2	8	1	1	C2	1	0	Control
Gene:WBGene00003902:26G:pab-1, Y106G6H.2:ALG	pab-1, Y106G6H.2	2	12	1	1	C2	1	0	Control
Gene:WBGene00003902:26G:pab-1, Y106G6H.2:ALG	pab-1, Y106G6H.2	1	18	3	0	C2	1	0	Control
Gene:WBGene00003992:26G:pgl-1, ZK381.4:ALG, CSR	pgl-1, ZK381.4	2	4	9	1	C2	1	0	Control
Gene:WBGene00003992:26G:pgl-1, ZK381.4:ALG, CSR	pgl-1, ZK381.4	1	18	3	0	C2	1	0	Control
Gene:WBGene00003994:26G:C18G1.4, pgl-3:ALG, CSR	C18G1.4, pgl-3	2	4	3	1	C2	0	1	Control
Gene:WBGene00003994:26G:C18G1.4, pgl-3:ALG, CSR	C18G1.4, pgl-3	1	20	1	0	C2	0	1	Control
Gene:WBGene00004208:26G:ptc-1, ZK675.1:ALG, CSR, WAGO	ptc-1, ZK675.1	2	2	11	1	C2	1	0	Control
Gene:WBGene00004208:26G:ptc-1, ZK675.1:ALG, CSR, WAGO	ptc-1, ZK675.1	1	16	5	0	C2	1	0	Control
Gene:WBGene00004302:26G:K01G5.4, ran-1:ALG, CSR	K01G5.4, ran-1	2	2	1	1	C2	0	1	Control
Gene:WBGene00004320:26G:rbx-1, ZK287.5:ALG	rbx-1, ZK287.5	1	20	1	0	C2	0	1	Control
Gene:WBGene00004461:26G:F10G7.8, rpn-5:ALG, CSR	F10G7.8, rpn-5	2	2	5	1	C2	0	1	Control
Gene:WBGene00004501:26G:C52E4.4, rpt-1:ALG, CSR	C52E4.4, rpt-1	2	18	1	1	C2	0	1	Control
Gene:WBGene00004737:26G:F10G7.4, scc-1:ALG, CSR	F10G7.4, scc-1	1	20	1	0	C2	0	1	Control
Gene:WBGene00004798:26G:F43D9.4, sip-1:ALG, CSR	F43D9.4, sip-1	2	18	1	1	C2	0	1	Control
Gene:WBGene00006241:NA:F26G5.2, str-208:unk	F26G5.2, str-208	2	8	3	1	C2	1	0	Control
Gene:WBGene00006241:NA:F26G5.2, str-208:unk	F26G5.2, str-208	2	16	1	1	C2	1	0	Control
Gene:WBGene00006241:NA:F26G5.2, str-208:unk	F26G5.2, str-208	1	20	1	0	C2	1	0	Control
Gene:WBGene00006376:26G:C24G6.1, syp-2:ALG, CSR	C24G6.1, syp-2	2	18	1	1	C2	0	1	Control
Gene:WBGene00006529:26G:C47B2.3, tba-2:ALG, CSR	C47B2.3, tba-2	2	16	1	1	C2	0	1	Control
Gene:WBGene00006536:26G:K01G5.7, tbb-1:ALG, CSR	K01G5.7, tbb-1	2	8	1	1	C2	0	1	Control
Gene:WBGene00006626:26G:F10G7.2, tsn-1:ALG, CSR	F10G7.2, tsn-1	2	4	3	1	C2	0	1	Control
Gene:WBGene00006704:26G:F58A4.10, ubc-7:ALG, CSR	F58A4.10, ubc-7	2	12	1	1	C2	0	1	Control
Gene:WBGene00006713:26G:R01H2.6, ubc-18:ALG	R01H2.6, ubc-18	2	8	1	1	C2	0	1	Control
Gene:WBGene00006720:26G:F25H2.8, ubc-25:ALG, CSR	F25H2.8, ubc-25	2	14	1	1	C2	0	1	Control
Gene:WBGene00006733:26G:F19B6.2, ufd-1:ALG, CSR	F19B6.2, ufd-1	2	2	5	1	C2	0	1	Control
Gene:WBGene00006888:26G:vbh-1, Y54E10A.9:ALG, CSR	vbh-1, Y54E10A.9	2	4	3	1	C2	0	1	Control
Gene:WBGene00006888:26G:vbh-1, Y54E10A.9:ALG, CSR	vbh-1, Y54E10A.9	2	18	1	1	C2	0	1	Control
Gene:WBGene00006917:26G:C17H12.14, vha-8:ALG	C17H12.14, vha-8	2	2	11	1	C2	1	0	Control
Gene:WBGene00006917:26G:C17H12.14, vha-8:ALG	C17H12.14, vha-8	1	16	5	0	C2	1	0	Control
Gene:WBGene00007270:26G:C03C10.4, rei-1:ALG	C03C10.4, rei-1	2	18	1	1	C2	0	1	Control
Gene:WBGene00007307:26G:C04G2.8, spch-1:ALG	C04G2.8, spch-1	2	10	1	1	C2	0	1	Control
Gene:WBGene00007309:26G:C04G2.10:ALG, WAGO	C04G2.10	2	4	3	1	C2	0	1	Control
Gene:WBGene00007309:26G:C04G2.10:ALG, WAGO	C04G2.10	2	18	1	1	C2	0	1	Control
Gene:WBGene00007352:26G:C06A1.1, cdc-48.1:ALG, CSR	C06A1.1, cdc-48.1	2	14	1	1	C2	0	1	Control
Gene:WBGene00007523:26G:C11G6.2:ERGO	C11G6.2	2	14	1	1	C2	1	0	Control
Gene:WBGene00007624:26G:C16C10.3, hrde-1:ALG, CSR	C16C10.3, hrde-1	2	8	1	1	C2	1	0	Control
Gene:WBGene00007624:26G:C16C10.3, hrde-1:ALG, CSR	C16C10.3, hrde-1	2	14	1	1	C2	1	0	Control
Gene:WBGene00007624:26G:C16C10.3, hrde-1:ALG, CSR	C16C10.3, hrde-1	2	18	1	1	C2	1	0	Control
Gene:WBGene00007696:26G:C24F3.1, tram-1:ALG, CSR	C24F3.1, tram-1	2	18	1	1	C2	0	1	Control
Gene:WBGene00007735:26G:C25G4.8:ALG, WAGO	C25G4.8	2	4	3	1	C2	0	1	Control
Gene:WBGene00007750:22G:C26G2.1, syg-2:WAGO	C26G2.1, syg-2	2	14	1	1	C2	1	0	Control
Gene:WBGene00007750:22G:C26G2.1, syg-2:WAGO	C26G2.1, syg-2	2	18	1	1	C2	1	0	Control
Gene:WBGene00007751:NA:C26G2.2:unk	C26G2.2	2	4	3	1	C2	0	1	Control
Gene:WBGene00008136:26G:C47D12.2:ALG	C47D12.2	2	4	3	1	C2	0	1	Control
Gene:WBGene00008136:26G:C47D12.2:ALG	C47D12.2	2	16	1	1	C2	0	1	Control
Gene:WBGene00008740:26G:F13D12.5:ALG, CSR	F13D12.5	2	4	3	1	C2	0	1	Control
Gene:WBGene00008740:26G:F13D12.5:ALG, CSR	F13D12.5	2	18	1	1	C2	0	1	Control
Gene:WBGene00008800:26G:F14E5.2:ALG, CSR	F14E5.2	2	2	11	1	C2	1	0	Control
Gene:WBGene00008800:26G:F14E5.2:ALG, CSR	F14E5.2	1	16	5	0	C2	1	0	Control
Gene:WBGene00008920:26G:eef-1G, F17C11.9:ALG, CSR	eef-1G, F17C11.9	2	18	1	1	C2	0	1	Control
Gene:WBGene00010039:26G:F54C8.6:ERGO	F54C8.6	1	20	1	0	C2	0	1	Control
Gene:WBGene00010061:26G:F54E12.2:ALG, CSR	F54E12.2	2	10	1	1	C2	0	1	Control
Gene:WBGene00010061:26G:F54E12.2:ALG, CSR	F54E12.2	2	14	1	1	C2	0	1	Control
Gene:WBGene00010284:26G:aman-2, F58H1.1:ALG, CSR	aman-2, F58H1.1	2	2	1	1	C2	0	1	Control
Gene:WBGene00010405:26G:erfa-3, H19N07.1:ALG, CSR	erfa-3, H19N07.1	2	10	1	1	C2	0	1	Control
Gene:WBGene00010405:26G:erfa-3, H19N07.1:ALG, CSR	erfa-3, H19N07.1	1	20	1	0	C2	0	1	Control
Gene:WBGene00010419:26G:atp-1, H28O16.1:ALG	atp-1, H28O16.1	2	10	1	1	C2	0	1	Control
Gene:WBGene00010419:26G:atp-1, H28O16.1:ALG	atp-1, H28O16.1	2	16	1	1	C2	0	1	Control
Gene:WBGene00010419:26G:atp-1, H28O16.1:ALG	atp-1, H28O16.1	1	20	1	0	C2	0	1	Control
Gene:WBGene00010631:26G:cash-1, K07C5.8:ALG, CSR	cash-1, K07C5.8	2	4	3	1	C2	0	1	Control
Gene:WBGene00010631:26G:cash-1, K07C5.8:ALG, CSR	cash-1, K07C5.8	2	14	3	1	C2	0	1	Control
Gene:WBGene00010651:26G:K08C9.2:ALG	K08C9.2	2	16	1	1	C2	0	1	Control
Gene:WBGene00010685:26G:aipl-1, K08F9.2:ALG	aipl-1, K08F9.2	1	18	3	0	C2	0	1	Control
Gene:WBGene00010734:26G:K10C8.1, parn-1:ALG, WAGO	K10C8.1, parn-1	2	8	1	1	C2	1	0	Control
Gene:WBGene00010734:26G:K10C8.1, parn-1:ALG, WAGO	K10C8.1, parn-1	2	12	1	1	C2	1	0	Control
Gene:WBGene00010734:26G:K10C8.1, parn-1:ALG, WAGO	K10C8.1, parn-1	2	16	1	1	C2	1	0	Control
Gene:WBGene00010734:26G:K10C8.1, parn-1:ALG, WAGO	K10C8.1, parn-1	1	20	1	0	C2	1	0	Control
Gene:WBGene00011015:26G:R04F11.2:ALG	R04F11.2	2	2	1	1	C2	0	1	Control
Gene:WBGene00011061:26G:R06C7.1, wago-1:ALG, CSR	R06C7.1, wago-1	2	8	1	1	C2	0	1	Control
Gene:WBGene00011110:26G:prdx-3, R07E5.2:ALG, WAGO	prdx-3, R07E5.2	2	2	5	1	C2	1	0	Control
Gene:WBGene00011155:26G:R09B3.2, rbm-3.1:ALG, CSR	R09B3.2, rbm-3.1	2	8	1	1	C2	0	1	Control
Gene:WBGene00011155:26G:R09B3.2, rbm-3.1:ALG, CSR	R09B3.2, rbm-3.1	2	16	1	1	C2	0	1	Control
Gene:WBGene00011155:26G:R09B3.2, rbm-3.1:ALG, CSR	R09B3.2, rbm-3.1	1	20	1	0	C2	0	1	Control
Gene:WBGene00011273:26G:R53.4:ALG	R53.4	2	12	1	1	C2	0	1	Control
Gene:WBGene00011387:26G:T02G6.4:ERGO	T02G6.4	2	8	3	1	C2	1	0	Control
Gene:WBGene00011407:26G:ppat-1, T04A8.5:ERGO	ppat-1, T04A8.5	2	10	1	1	C2	0	1	Control
Gene:WBGene00011407:26G:ppat-1, T04A8.5:ERGO	ppat-1, T04A8.5	2	16	1	1	C2	0	1	Control
Gene:WBGene00011481:26G:imp-2, T05E11.5:ALG, CSR	imp-2, T05E11.5	2	18	1	1	C2	0	1	Control
Gene:WBGene00011638:26G:ostb-1, T09A5.11:ALG, CSR	ostb-1, T09A5.11	2	2	1	1	C2	1	0	Control
Gene:WBGene00011884:26G:enol-1, T21B10.2:ALG, CSR	enol-1, T21B10.2	2	4	3	1	C2	0	1	Control
Gene:WBGene00012060:NA:T26G10.3:unk	T26G10.3	2	4	3	1	C2	0	1	Control
Gene:WBGene00012061:22G:T26G10.4:WAGO	T26G10.4	2	10	1	1	C2	1	0	Control
Gene:WBGene00012061:22G:T26G10.4:WAGO	T26G10.4	2	14	1	1	C2	1	0	Control
Gene:WBGene00012062:NA:T26G10.5:unk	T26G10.5	2	12	1	1	C2	0	1	Control
Gene:WBGene00012151:26G:VH15N14R.1:ERGO, WAGO	VH15N14R.1	2	14	1	1	C2	1	0	Control
Gene:WBGene00012180:26G:W01D2.3:ALG	W01D2.3	2	2	1	1	C2	1	0	Control
Gene:WBGene00012180:26G:W01D2.3:ALG	W01D2.3	2	8	5	1	C2	1	0	Control
Gene:WBGene00012180:26G:W01D2.3:ALG	W01D2.3	1	16	5	0	C2	1	0	Control
Gene:WBGene00012219:26G:W03C9.1:ALG, WAGO	W03C9.1	2	2	1	1	C2	0	1	Control
Gene:WBGene00012290:26G:W05H12.2:ERGO, WAGO	W05H12.2	2	16	1	1	C2	1	0	Control
Gene:WBGene00012499:26G:Y24F12A.4:ERGO, WAGO	Y24F12A.4	2	14	1	1	C2	1	0	Control
Gene:WBGene00012605:26G:Y38F1A.1:ALG	Y38F1A.1	2	10	1	1	C2	0	1	Control
Gene:WBGene00012608:26G:hphd-1, Y38F1A.6:ALG	hphd-1, Y38F1A.6	2	18	1	1	C2	0	1	Control
Gene:WBGene00012768:26G:eef-1B.2, Y41E3.10:ALG, CSR	eef-1B.2, Y41E3.10	2	2	1	1	C2	0	1	Control
Gene:WBGene00012768:26G:eef-1B.2, Y41E3.10:ALG, CSR	eef-1B.2, Y41E3.10	1	20	1	0	C2	0	1	Control
Gene:WBGene00013038:26G:ani-1, Y49E10.19:ALG, CSR	ani-1, Y49E10.19	2	10	1	1	C2	0	1	Control
Gene:WBGene00013237:26G:Y56A3A.19:ALG, CSR	Y56A3A.19	2	10	1	1	C2	0	1	Control
Gene:WBGene00013709:26G:csnk-1, Y106G6E.6:ALG, CSR	csnk-1, Y106G6E.6	1	20	1	0	C2	0	1	Control
Gene:WBGene00013779:26G:Y116A8B.1:ERGO, WAGO	Y116A8B.1	1	20	1	0	C2	1	0	Control
Gene:WBGene00013881:26G:mans-4, ZC410.3:ALG, WAGO	mans-4, ZC410.3	2	10	1	1	C2	0	1	Control
Gene:WBGene00014023:26G:lnkn-1, ZK637.3:ALG, CSR	lnkn-1, ZK637.3	1	20	1	0	C2	0	1	Control
Gene:WBGene00014119:26G:ZK858.6:ALG, CSR	ZK858.6	2	4	3	1	C2	0	1	Control
Gene:WBGene00014121:26G:ZK858.8:ALG, WAGO	ZK858.8	2	18	1	1	C2	0	1	Control
Gene:WBGene00015143:26G:B0336.3, rbm-26:ALG, CSR	B0336.3, rbm-26	2	10	1	1	C2	0	1	Control
Gene:WBGene00015755:26G:C14B9.10:ALG, CSR	C14B9.10	2	8	1	1	C2	0	1	Control
Gene:WBGene00016209:26G:C29E4.12:ALG	C29E4.12	2	2	11	1	C2	1	0	Control
Gene:WBGene00016209:26G:C29E4.12:ALG	C29E4.12	1	16	5	0	C2	1	0	Control
Gene:WBGene00016250:26G:C30C11.4, hsp-110:ALG, CSR	C30C11.4, hsp-110	2	14	1	1	C2	0	1	Control
Gene:WBGene00016331:26G:C32F10.1, obr-4:ALG, CSR	C32F10.1, obr-4	2	8	1	1	C2	0	1	Control
Gene:WBGene00016331:26G:C32F10.1, obr-4:ALG, CSR	C32F10.1, obr-4	2	16	1	1	C2	0	1	Control
Gene:WBGene00016405:26G:C34D4.14, hecd-1:ALG, CSR	C34D4.14, hecd-1	2	2	11	1	C2	1	0	Control
Gene:WBGene00016405:26G:C34D4.14, hecd-1:ALG, CSR	C34D4.14, hecd-1	1	16	5	0	C2	1	0	Control
Gene:WBGene00016561:26G:C41D11.1, eri-6:ERGO, WAGO	C41D11.1, eri-6	2	14	1	1	C2	1	0	Control
Gene:WBGene00017225:26G:F07G6.6, fbxa-52:ERGO, WAGO	F07G6.6, fbxa-52	2	10	1	1	C2	0	1	Control
Gene:WBGene00017481:26G:F15B10.3:ALG	F15B10.3	1	20	1	0	C2	0	1	Control
Gene:WBGene00017838:NA:F26G1.2:unk	F26G1.2	2	2	1	1	C2	1	0	Control
Gene:WBGene00017838:NA:F26G1.2:unk	F26G1.2	2	8	1	1	C2	0	1	Control
Gene:WBGene00017841:NA:F26G1.5:unk	F26G1.5	2	8	1	1	C2	0	1	Control
Gene:WBGene00017842:NA:F26G1.6, nep-12:unk	F26G1.6, nep-12	2	2	1	1	C2	1	0	Control
Gene:WBGene00017842:NA:F26G1.6, nep-12:unk	F26G1.6, nep-12	2	10	1	1	C2	1	0	Control
Gene:WBGene00017842:NA:F26G1.6, nep-12:unk	F26G1.6, nep-12	1	16	5	0	C2	1	0	Control
Gene:WBGene00017843:22G:F26G5.1:CSR	F26G5.1	2	18	1	1	C2	1	0	Control
Gene:WBGene00018204:26G:F39F10.4:ERGO, WAGO	F39F10.4	2	14	1	1	C2	1	0	Control
Gene:WBGene00018270:26G:eas-1, F41C3.4:ALG, CSR	eas-1, F41C3.4	2	10	1	1	C2	0	1	Control
Gene:WBGene00018575:26G:clec-119, F47F6.5:ALG, WAGO	clec-119, F47F6.5	2	4	3	1	C2	0	1	Control
Gene:WBGene00018773:26G:F53G12.8:ALG, WAGO	F53G12.8	2	2	1	1	C2	1	0	Control
Gene:WBGene00019209:26G:emc-1, H17B01.4:ALG	emc-1, H17B01.4	2	8	1	1	C2	0	1	Control
Gene:WBGene00019305:26G:K02D10.5, snap-29:ALG, CSR	K02D10.5, snap-29	2	10	1	1	C2	0	1	Control
Gene:WBGene00019877:26G:R05D3.2:ALG, CSR	R05D3.2	2	12	5	1	C2	1	0	Control
Gene:WBGene00019877:26G:R05D3.2:ALG, CSR	R05D3.2	1	20	1	0	C2	1	0	Control
Gene:WBGene00019997:26G:R10F2.6:ALG, WAGO	R10F2.6	2	12	1	1	C2	0	1	Control
Gene:WBGene00020066:26G:dhhc-5, R13F6.5:ALG	dhhc-5, R13F6.5	2	4	9	1	C2	1	0	Control
Gene:WBGene00020066:26G:dhhc-5, R13F6.5:ALG	dhhc-5, R13F6.5	1	16	5	0	C2	1	0	Control
Gene:WBGene00020185:26G:pgk-1, T03F1.3:ALG, CSR	pgk-1, T03F1.3	2	14	1	1	C2	0	1	Control
Gene:WBGene00020383:26G:T09B4.9, tin-44:ALG	T09B4.9, tin-44	2	14	1	1	C2	0	1	Control
Gene:WBGene00020628:26G:T20F5.6:ALG, CSR	T20F5.6	2	4	3	1	C2	0	1	Control
Gene:WBGene00020686:26G:T22D1.8:ALG	T22D1.8	1	20	1	0	C2	0	1	Control
Gene:WBGene00020824:26G:T26A8.1:ALG	T26A8.1	2	8	1	1	C2	1	0	Control
Gene:WBGene00020824:26G:T26A8.1:ALG	T26A8.1	2	16	1	1	C2	1	0	Control
Gene:WBGene00021294:26G:Y25C1A.7:ALG, CSR	Y25C1A.7	2	2	1	1	C2	1	0	Control
Gene:WBGene00021398:26G:Y38C1AA.7:ALG	Y38C1AA.7	1	20	1	0	C2	0	1	Control
Gene:WBGene00021470:26G:tpxl-1, Y39G10AR.12:ALG, CSR	tpxl-1, Y39G10AR.12	2	4	3	1	C2	1	0	Control
Gene:WBGene00021870:26G:samt-1, Y54G2A.4:ALG	samt-1, Y54G2A.4	2	2	1	1	C2	1	0	Control
Gene:WBGene00021956:26G:Y57E12AL.1:ALG, CSR	Y57E12AL.1	2	16	1	1	C2	0	1	Control
Gene:WBGene00022039:26G:Y65B4BL.7:ALG, WAGO	Y65B4BL.7	2	18	1	1	C2	0	1	Control
Gene:WBGene00022114:26G:Y71F9AL.9:ALG, CSR	Y71F9AL.9	2	18	1	1	C2	0	1	Control
Gene:WBGene00022170:26G:cox-6B, Y71H2AM.5:ALG, CSR	cox-6B, Y71H2AM.5	1	20	1	0	C2	0	1	Control
Gene:WBGene00022834:26G:ZK973.8:ALG, WAGO	ZK973.8	1	20	1	0	C2	0	1	Control
Gene:WBGene00043993:NA:T26G10.6:unk	T26G10.6	2	10	1	1	C2	1	0	Control
Gene:WBGene00043993:NA:T26G10.6:unk	T26G10.6	2	14	3	1	C2	1	0	Control
Gene:WBGene00044094:26G:fitm-2, ZK265.9:ALG, CSR	fitm-2, ZK265.9	2	18	1	1	C2	0	1	Control
Gene:WBGene00044117:NA:F26G5.12, srsx-10:unk	F26G5.12, srsx-10	2	4	3	1	C2	1	0	Control
Gene:WBGene00044117:NA:F26G5.12, srsx-10:unk	F26G5.12, srsx-10	2	10	1	1	C2	1	0	Control
Gene:WBGene00044663:NA:F26G1.10:unk	F26G1.10	2	8	1	1	C2	0	1	Control
Gene:WBGene00044663:NA:F26G1.10:unk	F26G1.10	2	12	1	1	C2	0	1	Control
Gene:WBGene00050910:26G:Y43F8B.17:ERGO, WAGO	Y43F8B.17	2	8	3	1	C2	0	1	Control
Gene:WBGene00077771:26G:C41G7.9, tspo-1:ALG	C41G7.9, tspo-1	2	10	1	1	C2	0	1	Control
Gene:WBGene00164974:26G:F46C3.7:ERGO, WAGO	F46C3.7	2	10	1	1	C2	1	0	Control
Gene:WBGene00194699:26G:Y43F8B.22:ERGO	Y43F8B.22	2	4	3	1	C2	0	1	Control
Gene:WBGene00194894:26G:T05B4.14:ALG	T05B4.14	2	14	1	1	C2	0	1	Control
Gene:WBGene00194923:26G:linc-121, Y57G11C.1134:ERGO, WAGO	linc-121, Y57G11C.1134	2	4	9	1	C2	1	0	Control
Gene:WBGene00194981:26G:Y49E10.30:ERGO, WAGO	Y49E10.30	2	10	1	1	C2	1	0	Control
Gene:WBGene00196307:NA:C26G2.3:unk	C26G2.3	2	8	1	1	C2	0	1	Control
Gene:WBGene00200735:NA:C26G2.9:unk	C26G2.9	1	20	1	0	C2	1	0	Control
Gene:WBGene00202483:NA:F26G1.14:unk	F26G1.14	2	12	1	1	C2	0	1	Control
Gene:WBGene00219307:26G:F56D6.17:ERGO, WAGO	F56D6.17	2	2	1	1	C2	0	1	Control
Gene:WBGene00219836:NA:C26G2.11:unk	C26G2.11	2	18	1	1	C2	0	1	Control
Gene:WBGene00000229:26G:atp-2, C34E10.6:ALG, CSR	atp-2, C34E10.6	2	4	1	1	L1	0	1	Low dose
Gene:WBGene00000257:26G:bmk-1, F23B12.8:ALG, CSR	bmk-1, F23B12.8	2	4	1	1	L1	0	1	Low dose
Gene:WBGene00000257:26G:bmk-1, F23B12.8:ALG, CSR	bmk-1, F23B12.8	2	12	1	1	L1	0	1	Low dose
Gene:WBGene00000257:26G:bmk-1, F23B12.8:ALG, CSR	bmk-1, F23B12.8	2	16	3	1	L1	0	1	Low dose
Gene:WBGene00000266:26G:bre-1, C53B4.7:ALG	bre-1, C53B4.7	2	4	1	1	L1	0	1	Low dose
Gene:WBGene00000275:26G:bub-1, R06C7.8:ALG, CSR	bub-1, R06C7.8	2	18	1	1	L1	0	1	Low dose
Gene:WBGene00000405:26G:cdk-1, T05G5.3:ALG, CSR	cdk-1, T05G5.3	2	2	1	1	L1	1	0	Low dose
Gene:WBGene00000405:26G:cdk-1, T05G5.3:ALG, CSR	cdk-1, T05G5.3	2	6	1	1	L1	1	0	Low dose
Gene:WBGene00000788:26G:cpz-1, F32B5.8:ERGO	cpz-1, F32B5.8	2	4	3	1	L1	1	0	Low dose
Gene:WBGene00000788:26G:cpz-1, F32B5.8:ERGO	cpz-1, F32B5.8	2	12	1	1	L1	0	1	Low dose
Gene:WBGene00001020:26G:B0035.2, dnj-2:ALG, CSR	B0035.2, dnj-2	2	2	5	1	L1	1	0	Low dose
Gene:WBGene00001037:26G:dnj-19, T05C3.5:ALG, CSR	dnj-19, T05C3.5	2	2	5	1	L1	1	0	Low dose
Gene:WBGene00001037:26G:dnj-19, T05C3.5:ALG, CSR	dnj-19, T05C3.5	2	18	1	1	L1	1	0	Low dose
Gene:WBGene00001167:26G:eef-2, F25H5.4:ALG, CSR	eef-2, F25H5.4	2	4	1	1	L1	0	1	Low dose
Gene:WBGene00001168:26G:eef-1A.1, F31E3.5:ALG, CSR	eef-1A.1, F31E3.5	2	4	3	1	L1	1	0	Low dose
Gene:WBGene00001168:26G:eef-1A.1, F31E3.5:ALG, CSR	eef-1A.1, F31E3.5	2	12	1	1	L1	1	0	Low dose
Gene:WBGene00001168:26G:eef-1A.1, F31E3.5:ALG, CSR	eef-1A.1, F31E3.5	2	16	1	1	L1	1	0	Low dose
Gene:WBGene00001303:26G:F32D8.6, sec-61.G:ALG, CSR	F32D8.6, sec-61.G	2	2	1	1	L1	0	1	Low dose
Gene:WBGene00001303:26G:F32D8.6, sec-61.G:ALG, CSR	F32D8.6, sec-61.G	2	16	1	1	L1	0	1	Low dose
Gene:WBGene00001488:26G:frm-1, ZK270.2:ALG, WAGO	frm-1, ZK270.2	2	2	1	1	L1	1	0	Low dose
Gene:WBGene00001488:26G:frm-1, ZK270.2:ALG, WAGO	frm-1, ZK270.2	2	6	1	1	L1	1	0	Low dose
Gene:WBGene00001546:26G:F22E5.3, gcy-21:ERGO	F22E5.3, gcy-21	2	6	1	1	L1	1	0	Low dose
Gene:WBGene00001546:26G:F22E5.3, gcy-21:ERGO	F22E5.3, gcy-21	2	18	1	1	L1	1	0	Low dose
Gene:WBGene00002005:26G:F26D10.3, hsp-1:ALG, CSR	F26D10.3, hsp-1	2	12	1	1	L1	0	1	Low dose
Gene:WBGene00002005:26G:F26D10.3, hsp-1:ALG, CSR	F26D10.3, hsp-1	2	16	3	1	L1	0	1	Low dose
Gene:WBGene00002066:26G:ifg-1, M110.4:ALG, CSR	ifg-1, M110.4	2	8	3	1	L1	0	1	Low dose
Gene:WBGene00002074:26G:F32E10.4, ima-3:ALG, CSR	F32E10.4, ima-3	2	16	1	1	L1	0	1	Low dose
Gene:WBGene00002083:26G:F57B9.6, inf-1:ALG, CSR	F57B9.6, inf-1	2	16	1	1	L1	0	1	Low dose
Gene:WBGene00002219:26G:K11D9.1, klp-7:ALG, CSR	K11D9.1, klp-7	2	2	5	1	L1	1	0	Low dose
Gene:WBGene00002219:26G:K11D9.1, klp-7:ALG, CSR	K11D9.1, klp-7	1	20	1	0	L1	1	0	Low dose
Gene:WBGene00002229:26G:klp-19, Y43F4B.6:ALG, CSR	klp-19, Y43F4B.6	2	2	1	1	L1	0	1	Low dose
Gene:WBGene00002229:26G:klp-19, Y43F4B.6:ALG, CSR	klp-19, Y43F4B.6	2	16	1	1	L1	0	1	Low dose
Gene:WBGene00002231:26G:C02F5.1, knl-1:ALG, CSR	C02F5.1, knl-1	2	4	1	1	L1	0	1	Low dose
Gene:WBGene00002263:26G:K08H10.1, lea-1:ALG	K08H10.1, lea-1	2	2	1	1	L1	0	1	Low dose
