gene_name	gene	number_transitions	onset_gen	length	complete	Lineage	is_up	is_down	Condition
Gene:WBGene00047911:NA:21ur-421, Y57G11C.240:piRNA	21ur-421, Y57G11C.240	2	18	1	1	C2	1	0	Control
Gene:WBGene00047915:NA:21ur-1267, Y40H7A.76:piRNA	21ur-1267, Y40H7A.76	2	18	1	1	C2	1	0	Control
Gene:WBGene00047917:NA:21ur-3789, Y67A10A.71:piRNA	21ur-3789, Y67A10A.71	2	16	1	1	C2	0	1	Control
Gene:WBGene00047922:NA:21ur-3020, Y64G10A.79:piRNA	21ur-3020, Y64G10A.79	2	18	1	1	C2	0	1	Control
Gene:WBGene00047925:NA:21ur-3292, Y105C5A.251:piRNA	21ur-3292, Y105C5A.251	2	14	1	1	C2	1	0	Control
Gene:WBGene00047933:NA:21ur-3321, Y105C5A.253:piRNA	21ur-3321, Y105C5A.253	2	4	3	1	C2	0	1	Control
Gene:WBGene00047941:NA:21ur-3, F23B2.18:piRNA	21ur-3, F23B2.18	2	2	1	1	C2	0	1	Control
Gene:WBGene00047946:NA:21ur-3934, Y105C5A.256:piRNA	21ur-3934, Y105C5A.256	2	16	1	1	C2	0	1	Control
Gene:WBGene00047947:NA:21ur-5195, M199.31:piRNA	21ur-5195, M199.31	2	8	1	1	C2	1	0	Control
Gene:WBGene00047947:NA:21ur-5195, M199.31:piRNA	21ur-5195, M199.31	2	14	1	1	C2	1	0	Control
Gene:WBGene00047947:NA:21ur-5195, M199.31:piRNA	21ur-5195, M199.31	2	18	1	1	C2	1	0	Control
Gene:WBGene00047976:NA:21ur-1683, Y41E3.113:piRNA	21ur-1683, Y41E3.113	2	16	1	1	C2	0	1	Control
Gene:WBGene00047981:NA:21ur-1445, Y41E3.114:piRNA	21ur-1445, Y41E3.114	2	2	5	1	C2	0	1	Control
Gene:WBGene00047984:NA:21ur-1159, M199.32:piRNA	21ur-1159, M199.32	2	4	3	1	C2	0	1	Control
Gene:WBGene00047989:NA:21ur-32, Y57G11C.248:piRNA	21ur-32, Y57G11C.248	2	8	3	1	C2	1	0	Control
Gene:WBGene00047989:NA:21ur-32, Y57G11C.248:piRNA	21ur-32, Y57G11C.248	2	16	1	1	C2	1	0	Control
Gene:WBGene00047989:NA:21ur-32, Y57G11C.248:piRNA	21ur-32, Y57G11C.248	1	20	1	0	C2	1	0	Control
Gene:WBGene00047993:NA:21ur-3014, R05A10.33:piRNA	21ur-3014, R05A10.33	2	4	3	1	C2	1	0	Control
Gene:WBGene00047997:NA:21ur-1800, C47A4.40:piRNA	21ur-1800, C47A4.40	2	10	1	1	C2	0	1	Control
Gene:WBGene00048004:NA:21ur-392, Y73F8A.246:piRNA	21ur-392, Y73F8A.246	1	20	1	0	C2	0	1	Control
Gene:WBGene00048009:NA:21ur-1218, Y105C5B.290:piRNA	21ur-1218, Y105C5B.290	2	8	3	1	C2	1	0	Control
Gene:WBGene00048009:NA:21ur-1218, Y105C5B.290:piRNA	21ur-1218, Y105C5B.290	2	16	1	1	C2	1	0	Control
Gene:WBGene00048009:NA:21ur-1218, Y105C5B.290:piRNA	21ur-1218, Y105C5B.290	1	20	1	0	C2	1	0	Control
Gene:WBGene00048010:NA:21ur-2671, Y57G11A.41:piRNA	21ur-2671, Y57G11A.41	2	4	3	1	C2	0	1	Control
Gene:WBGene00048010:NA:21ur-2671, Y57G11A.41:piRNA	21ur-2671, Y57G11A.41	2	10	1	1	C2	0	1	Control
Gene:WBGene00048010:NA:21ur-2671, Y57G11A.41:piRNA	21ur-2671, Y57G11A.41	2	16	1	1	C2	0	1	Control
Gene:WBGene00048010:NA:21ur-2671, Y57G11A.41:piRNA	21ur-2671, Y57G11A.41	1	20	1	0	C2	0	1	Control
Gene:WBGene00048013:NA:21ur-3598, F55B11.33:piRNA	21ur-3598, F55B11.33	2	2	1	1	C2	0	1	Control
Gene:WBGene00048015:NA:21ur-609, Y40H7A.80:piRNA	21ur-609, Y40H7A.80	2	18	1	1	C2	1	0	Control
Gene:WBGene00048023:NA:21ur-1611, Y67A10A.73:piRNA	21ur-1611, Y67A10A.73	2	8	5	1	C2	0	1	Control
Gene:WBGene00048023:NA:21ur-1611, Y67A10A.73:piRNA	21ur-1611, Y67A10A.73	2	18	1	1	C2	0	1	Control
Gene:WBGene00048037:NA:21ur-5438, Y105C5B.294:piRNA	21ur-5438, Y105C5B.294	2	8	1	1	C2	1	0	Control
Gene:WBGene00048037:NA:21ur-5438, Y105C5B.294:piRNA	21ur-5438, Y105C5B.294	2	18	1	1	C2	1	0	Control
Gene:WBGene00048041:NA:21ur-418, F55B11.35:piRNA	21ur-418, F55B11.35	2	8	1	1	C2	0	1	Control
Gene:WBGene00048046:NA:21ur-3904, Y51H4A.203:piRNA	21ur-3904, Y51H4A.203	2	10	1	1	C2	0	1	Control
Gene:WBGene00048058:NA:21ur-3763, Y10G11A.16:piRNA	21ur-3763, Y10G11A.16	2	8	1	1	C2	0	1	Control
Gene:WBGene00048060:NA:21ur-1838, Y57G11C.256:piRNA	21ur-1838, Y57G11C.256	2	2	5	1	C2	0	1	Control
Gene:WBGene00048065:NA:21ur-576, Y51H4A.204:piRNA	21ur-576, Y51H4A.204	2	8	1	1	C2	0	1	Control
Gene:WBGene00048073:NA:21ur-2100, Y105C5B.302:piRNA	21ur-2100, Y105C5B.302	2	2	11	1	C2	1	0	Control
Gene:WBGene00048073:NA:21ur-2100, Y105C5B.302:piRNA	21ur-2100, Y105C5B.302	1	16	5	0	C2	1	0	Control
Gene:WBGene00048086:NA:21ur-604, Y105C5A.264:piRNA	21ur-604, Y105C5A.264	2	2	1	1	C2	1	0	Control
Gene:WBGene00048086:NA:21ur-604, Y105C5A.264:piRNA	21ur-604, Y105C5A.264	1	12	9	0	C2	1	0	Control
Gene:WBGene00048089:NA:21ur-945, Y57G11C.259:piRNA	21ur-945, Y57G11C.259	2	2	5	1	C2	1	0	Control
Gene:WBGene00048094:NA:21ur-1091, T27E7.25:piRNA	21ur-1091, T27E7.25	2	12	1	1	C2	0	1	Control
Gene:WBGene00048094:NA:21ur-1091, T27E7.25:piRNA	21ur-1091, T27E7.25	1	20	1	0	C2	0	1	Control
Gene:WBGene00048096:NA:21ur-2006, Y116A8C.114:piRNA	21ur-2006, Y116A8C.114	2	14	1	1	C2	0	1	Control
Gene:WBGene00048096:NA:21ur-2006, Y116A8C.114:piRNA	21ur-2006, Y116A8C.114	1	20	1	0	C2	0	1	Control
Gene:WBGene00048100:NA:21ur-4162, Y105C5B.306:piRNA	21ur-4162, Y105C5B.306	2	4	3	1	C2	0	1	Control
Gene:WBGene00048103:NA:21ur-3495, F13G11.30:piRNA	21ur-3495, F13G11.30	2	18	1	1	C2	0	1	Control
Gene:WBGene00048108:NA:21ur-4988, R05A10.34:piRNA	21ur-4988, R05A10.34	2	12	1	1	C2	0	1	Control
Gene:WBGene00048116:NA:21ur-2862, Y57G11C.261:piRNA	21ur-2862, Y57G11C.261	2	4	7	1	C2	1	0	Control
Gene:WBGene00048116:NA:21ur-2862, Y57G11C.261:piRNA	21ur-2862, Y57G11C.261	1	16	5	0	C2	1	0	Control
Gene:WBGene00048118:NA:21ur-1178, Y105C5B.308:piRNA	21ur-1178, Y105C5B.308	2	18	1	1	C2	0	1	Control
Gene:WBGene00048123:NA:21ur-388, Y37A1A.33:piRNA	21ur-388, Y37A1A.33	2	8	1	1	C2	0	1	Control
Gene:WBGene00048123:NA:21ur-388, Y37A1A.33:piRNA	21ur-388, Y37A1A.33	2	12	1	1	C2	0	1	Control
Gene:WBGene00048126:NA:21ur-3470, Y57G11C.262:piRNA	21ur-3470, Y57G11C.262	2	4	3	1	C2	0	1	Control
Gene:WBGene00048134:NA:21ur-911, Y73F8A.256:piRNA	21ur-911, Y73F8A.256	2	10	3	1	C2	1	0	Control
Gene:WBGene00048134:NA:21ur-911, Y73F8A.256:piRNA	21ur-911, Y73F8A.256	1	16	5	0	C2	1	0	Control
Gene:WBGene00048146:NA:21ur-3205, Y51H4A.212:piRNA	21ur-3205, Y51H4A.212	2	2	5	1	C2	1	0	Control
Gene:WBGene00048166:NA:21ur-96, M199.34:piRNA	21ur-96, M199.34	2	8	1	1	C2	1	0	Control
Gene:WBGene00048166:NA:21ur-96, M199.34:piRNA	21ur-96, M199.34	2	12	1	1	C2	1	0	Control
Gene:WBGene00048166:NA:21ur-96, M199.34:piRNA	21ur-96, M199.34	1	16	5	0	C2	1	0	Control
Gene:WBGene00048171:NA:21ur-285, T06A10.28:piRNA	21ur-285, T06A10.28	2	2	5	1	C2	1	0	Control
Gene:WBGene00048172:NA:21ur-930, Y57G11C.265:piRNA	21ur-930, Y57G11C.265	2	4	3	1	C2	0	1	Control
Gene:WBGene00048181:NA:21ur-3594, Y41E3.122:piRNA	21ur-3594, Y41E3.122	2	2	9	1	C2	1	0	Control
Gene:WBGene00048181:NA:21ur-3594, Y41E3.122:piRNA	21ur-3594, Y41E3.122	1	16	5	0	C2	1	0	Control
Gene:WBGene00048184:NA:21ur-4912, Y45F10D.39:piRNA	21ur-4912, Y45F10D.39	2	2	5	1	C2	1	0	Control
Gene:WBGene00048184:NA:21ur-4912, Y45F10D.39:piRNA	21ur-4912, Y45F10D.39	2	10	1	1	C2	1	0	Control
Gene:WBGene00048184:NA:21ur-4912, Y45F10D.39:piRNA	21ur-4912, Y45F10D.39	1	16	5	0	C2	1	0	Control
Gene:WBGene00048187:NA:21ur-4659, Y57G11C.266:piRNA	21ur-4659, Y57G11C.266	2	2	1	1	C2	0	1	Control
Gene:WBGene00048196:NA:21ur-1832, Y37A1A.35:piRNA	21ur-1832, Y37A1A.35	2	12	1	1	C2	1	0	Control
Gene:WBGene00048196:NA:21ur-1832, Y37A1A.35:piRNA	21ur-1832, Y37A1A.35	2	16	1	1	C2	1	0	Control
Gene:WBGene00048197:NA:21ur-4433, Y51H4A.218:piRNA	21ur-4433, Y51H4A.218	2	2	1	1	C2	0	1	Control
Gene:WBGene00048199:NA:21ur-2949, Y37A1B.89:piRNA	21ur-2949, Y37A1B.89	2	8	1	1	C2	1	0	Control
Gene:WBGene00048199:NA:21ur-2949, Y37A1B.89:piRNA	21ur-2949, Y37A1B.89	1	20	1	0	C2	1	0	Control
Gene:WBGene00048202:NA:21ur-3975, Y105C5B.317:piRNA	21ur-3975, Y105C5B.317	2	14	1	1	C2	0	1	Control
Gene:WBGene00048209:NA:21ur-1063, R05A10.35:piRNA	21ur-1063, R05A10.35	2	2	1	1	C2	0	1	Control
Gene:WBGene00048209:NA:21ur-1063, R05A10.35:piRNA	21ur-1063, R05A10.35	2	12	1	1	C2	0	1	Control
Gene:WBGene00048211:NA:21ur-4240, C52D10.36:piRNA	21ur-4240, C52D10.36	2	2	1	1	C2	0	1	Control
Gene:WBGene00048211:NA:21ur-4240, C52D10.36:piRNA	21ur-4240, C52D10.36	2	18	1	1	C2	0	1	Control
Gene:WBGene00048213:NA:21ur-1129, F56F12.6:piRNA	21ur-1129, F56F12.6	2	16	1	1	C2	0	1	Control
Gene:WBGene00048223:NA:21ur-4225, Y105C5A.270:piRNA	21ur-4225, Y105C5A.270	2	18	1	1	C2	0	1	Control
Gene:WBGene00048242:NA:21ur-5061, Y105C5B.322:piRNA	21ur-5061, Y105C5B.322	2	4	3	1	C2	0	1	Control
Gene:WBGene00048248:NA:21ur-183, F13G11.31:piRNA	21ur-183, F13G11.31	2	4	13	1	C2	1	0	Control
Gene:WBGene00048248:NA:21ur-183, F13G11.31:piRNA	21ur-183, F13G11.31	1	20	1	0	C2	1	0	Control
Gene:WBGene00048257:NA:21ur-4753, Y40H7A.85:piRNA	21ur-4753, Y40H7A.85	2	14	1	1	C2	1	0	Control
Gene:WBGene00048257:NA:21ur-4753, Y40H7A.85:piRNA	21ur-4753, Y40H7A.85	2	18	1	1	C2	1	0	Control
Gene:WBGene00048267:NA:21ur-3387, B0513.26:piRNA	21ur-3387, B0513.26	2	12	1	1	C2	0	1	Control
Gene:WBGene00048272:NA:21ur-4362, Y105C5B.325:piRNA	21ur-4362, Y105C5B.325	2	4	3	1	C2	0	1	Control
Gene:WBGene00048273:NA:21ur-2629, Y73F8A.266:piRNA	21ur-2629, Y73F8A.266	2	12	1	1	C2	0	1	Control
Gene:WBGene00048278:NA:21ur-4022, Y73F8A.267:piRNA	21ur-4022, Y73F8A.267	2	2	5	1	C2	1	0	Control
Gene:WBGene00048285:NA:21ur-1017, F52B11.22:piRNA	21ur-1017, F52B11.22	2	8	1	1	C2	1	0	Control
Gene:WBGene00048285:NA:21ur-1017, F52B11.22:piRNA	21ur-1017, F52B11.22	2	12	1	1	C2	1	0	Control
Gene:WBGene00048285:NA:21ur-1017, F52B11.22:piRNA	21ur-1017, F52B11.22	2	16	1	1	C2	1	0	Control
Gene:WBGene00048285:NA:21ur-1017, F52B11.22:piRNA	21ur-1017, F52B11.22	1	20	1	0	C2	1	0	Control
Gene:WBGene00048288:NA:21ur-1087, F13G11.33:piRNA	21ur-1087, F13G11.33	2	16	1	1	C2	0	1	Control
Gene:WBGene00048295:NA:21ur-4197, R05A10.36:piRNA	21ur-4197, R05A10.36	2	10	1	1	C2	0	1	Control
Gene:WBGene00048298:NA:21ur-3743, Y105C5B.333:piRNA	21ur-3743, Y105C5B.333	2	14	1	1	C2	1	0	Control
Gene:WBGene00048298:NA:21ur-3743, Y105C5B.333:piRNA	21ur-3743, Y105C5B.333	2	18	1	1	C2	1	0	Control
Gene:WBGene00048303:NA:21ur-4502, Y105C5A.277:piRNA	21ur-4502, Y105C5A.277	1	2	19	0	C2	1	0	Control
Gene:WBGene00048313:NA:21ur-3301, Y37A1B.95:piRNA	21ur-3301, Y37A1B.95	2	4	3	1	C2	0	1	Control
Gene:WBGene00048313:NA:21ur-3301, Y37A1B.95:piRNA	21ur-3301, Y37A1B.95	2	10	3	1	C2	0	1	Control
Gene:WBGene00048314:NA:21ur-5333, Y57G11B.55:piRNA	21ur-5333, Y57G11B.55	2	18	1	1	C2	0	1	Control
Gene:WBGene00048315:NA:21ur-1332, Y41E3.125:piRNA	21ur-1332, Y41E3.125	2	4	3	1	C2	1	0	Control
Gene:WBGene00048315:NA:21ur-1332, Y41E3.125:piRNA	21ur-1332, Y41E3.125	2	10	3	1	C2	1	0	Control
Gene:WBGene00048315:NA:21ur-1332, Y41E3.125:piRNA	21ur-1332, Y41E3.125	1	20	1	0	C2	1	0	Control
Gene:WBGene00048318:NA:21ur-2289, C08F11.41:piRNA	21ur-2289, C08F11.41	2	2	1	1	C2	0	1	Control
Gene:WBGene00048321:NA:21ur-4808, Y116A8A.44:piRNA	21ur-4808, Y116A8A.44	2	18	1	1	C2	0	1	Control
Gene:WBGene00048332:NA:21ur-3086, Y37A1A.36:piRNA	21ur-3086, Y37A1A.36	2	2	1	1	C2	0	1	Control
Gene:WBGene00048348:NA:21ur-1950, Y105C5B.336:piRNA	21ur-1950, Y105C5B.336	2	2	5	1	C2	0	1	Control
Gene:WBGene00048352:NA:21ur-309, Y57G11A.50:piRNA	21ur-309, Y57G11A.50	2	8	1	1	C2	1	0	Control
Gene:WBGene00048352:NA:21ur-309, Y57G11A.50:piRNA	21ur-309, Y57G11A.50	2	18	1	1	C2	1	0	Control
Gene:WBGene00048363:NA:21ur-3324, Y105C5A.283:piRNA	21ur-3324, Y105C5A.283	2	2	1	1	C2	0	1	Control
Gene:WBGene00048363:NA:21ur-3324, Y105C5A.283:piRNA	21ur-3324, Y105C5A.283	2	10	1	1	C2	0	1	Control
Gene:WBGene00048382:NA:21ur-694, Y105C5A.285:piRNA	21ur-694, Y105C5A.285	2	10	1	1	C2	0	1	Control
Gene:WBGene00048384:NA:21ur-3015, Y105C5A.286:piRNA	21ur-3015, Y105C5A.286	2	2	1	1	C2	1	0	Control
Gene:WBGene00048384:NA:21ur-3015, Y105C5A.286:piRNA	21ur-3015, Y105C5A.286	2	10	1	1	C2	1	0	Control
Gene:WBGene00048384:NA:21ur-3015, Y105C5A.286:piRNA	21ur-3015, Y105C5A.286	2	14	1	1	C2	1	0	Control
Gene:WBGene00048384:NA:21ur-3015, Y105C5A.286:piRNA	21ur-3015, Y105C5A.286	1	20	1	0	C2	1	0	Control
Gene:WBGene00048385:NA:21ur-1437, Y105C5B.340:piRNA	21ur-1437, Y105C5B.340	1	4	17	0	C2	1	0	Control
Gene:WBGene00048389:NA:21ur-94, Y105C5A.287:piRNA	21ur-94, Y105C5A.287	2	2	1	1	C2	1	0	Control
Gene:WBGene00048389:NA:21ur-94, Y105C5A.287:piRNA	21ur-94, Y105C5A.287	2	8	1	1	C2	1	0	Control
Gene:WBGene00048389:NA:21ur-94, Y105C5A.287:piRNA	21ur-94, Y105C5A.287	2	16	1	1	C2	1	0	Control
Gene:WBGene00048394:NA:21ur-302, Y105C5A.288:piRNA	21ur-302, Y105C5A.288	2	10	1	1	C2	0	1	Control
Gene:WBGene00048400:NA:21ur-2388, Y105C5A.289:piRNA	21ur-2388, Y105C5A.289	2	8	1	1	C2	1	0	Control
Gene:WBGene00048400:NA:21ur-2388, Y105C5A.289:piRNA	21ur-2388, Y105C5A.289	2	12	1	1	C2	1	0	Control
Gene:WBGene00048400:NA:21ur-2388, Y105C5A.289:piRNA	21ur-2388, Y105C5A.289	2	18	1	1	C2	1	0	Control
Gene:WBGene00048420:NA:21ur-2742, Y57G11A.52:piRNA	21ur-2742, Y57G11A.52	2	18	1	1	C2	0	1	Control
Gene:WBGene00048423:NA:21ur-939, C27H2.31:piRNA	21ur-939, C27H2.31	2	4	3	1	C2	0	1	Control
Gene:WBGene00048427:NA:21ur-99, Y105C5A.292:piRNA	21ur-99, Y105C5A.292	2	2	1	1	C2	0	1	Control
Gene:WBGene00048431:NA:21ur-4371, Y57G11C.281:piRNA	21ur-4371, Y57G11C.281	2	10	1	1	C2	0	1	Control
Gene:WBGene00048436:NA:21ur-1232, C55C3.17:piRNA	21ur-1232, C55C3.17	2	14	1	1	C2	1	0	Control
Gene:WBGene00048436:NA:21ur-1232, C55C3.17:piRNA	21ur-1232, C55C3.17	2	18	1	1	C2	1	0	Control
Gene:WBGene00048441:NA:21ur-3380, Y105C5A.294:piRNA	21ur-3380, Y105C5A.294	2	2	13	1	C2	1	0	Control
Gene:WBGene00048441:NA:21ur-3380, Y105C5A.294:piRNA	21ur-3380, Y105C5A.294	1	18	3	0	C2	1	0	Control
Gene:WBGene00048443:NA:21ur-3468, Y57G11C.282:piRNA	21ur-3468, Y57G11C.282	2	2	1	1	C2	0	1	Control
Gene:WBGene00048443:NA:21ur-3468, Y57G11C.282:piRNA	21ur-3468, Y57G11C.282	2	10	1	1	C2	0	1	Control
Gene:WBGene00048450:NA:21ur-3250, F52D4.6:piRNA	21ur-3250, F52D4.6	2	8	1	1	C2	1	0	Control
Gene:WBGene00048450:NA:21ur-3250, F52D4.6:piRNA	21ur-3250, F52D4.6	2	12	3	1	C2	1	0	Control
Gene:WBGene00048450:NA:21ur-3250, F52D4.6:piRNA	21ur-3250, F52D4.6	2	18	1	1	C2	1	0	Control
Gene:WBGene00048453:NA:21ur-3892, Y41E3.129:piRNA	21ur-3892, Y41E3.129	2	10	1	1	C2	0	1	Control
Gene:WBGene00048455:NA:21ur-454, Y57G11C.284:piRNA	21ur-454, Y57G11C.284	2	10	1	1	C2	0	1	Control
Gene:WBGene00048464:NA:21ur-3865, Y57G11C.286:piRNA	21ur-3865, Y57G11C.286	2	2	5	1	C2	0	1	Control
Gene:WBGene00048464:NA:21ur-3865, Y57G11C.286:piRNA	21ur-3865, Y57G11C.286	1	20	1	0	C2	0	1	Control
Gene:WBGene00048468:NA:21ur-5220, Y37A1B.97:piRNA	21ur-5220, Y37A1B.97	2	2	5	1	C2	0	1	Control
Gene:WBGene00048470:NA:21ur-3501, Y41E3.132:piRNA	21ur-3501, Y41E3.132	2	12	1	1	C2	1	0	Control
Gene:WBGene00048471:NA:21ur-3023, Y116A8C.126:piRNA	21ur-3023, Y116A8C.126	2	2	1	1	C2	0	1	Control
Gene:WBGene00048474:NA:21ur-1816, H06H21.12:piRNA	21ur-1816, H06H21.12	2	2	5	1	C2	0	1	Control
Gene:WBGene00048474:NA:21ur-1816, H06H21.12:piRNA	21ur-1816, H06H21.12	2	10	3	1	C2	0	1	Control
Gene:WBGene00048474:NA:21ur-1816, H06H21.12:piRNA	21ur-1816, H06H21.12	2	16	1	1	C2	0	1	Control
Gene:WBGene00048475:NA:21ur-2233, Y73F8A.282:piRNA	21ur-2233, Y73F8A.282	2	14	5	1	C2	1	0	Control
Gene:WBGene00048477:NA:21ur-2028, Y37A1A.38:piRNA	21ur-2028, Y37A1A.38	2	10	1	1	C2	0	1	Control
Gene:WBGene00048494:NA:21ur-2106, H08M01.31:piRNA	21ur-2106, H08M01.31	2	2	1	1	C2	0	1	Control
Gene:WBGene00048496:NA:21ur-2683, Y116A8C.127:piRNA	21ur-2683, Y116A8C.127	2	2	5	1	C2	0	1	Control
Gene:WBGene00048496:NA:21ur-2683, Y116A8C.127:piRNA	21ur-2683, Y116A8C.127	1	20	1	0	C2	0	1	Control
Gene:WBGene00048501:NA:21ur-290, Y105C5B.355:piRNA	21ur-290, Y105C5B.355	2	4	3	1	C2	1	0	Control
Gene:WBGene00048501:NA:21ur-290, Y105C5B.355:piRNA	21ur-290, Y105C5B.355	2	12	1	1	C2	1	0	Control
Gene:WBGene00048501:NA:21ur-290, Y105C5B.355:piRNA	21ur-290, Y105C5B.355	2	16	3	1	C2	1	0	Control
Gene:WBGene00048504:NA:21ur-3956, Y40H7A.88:piRNA	21ur-3956, Y40H7A.88	2	2	1	1	C2	0	1	Control
Gene:WBGene00048504:NA:21ur-3956, Y40H7A.88:piRNA	21ur-3956, Y40H7A.88	2	8	1	1	C2	0	1	Control
Gene:WBGene00048504:NA:21ur-3956, Y40H7A.88:piRNA	21ur-3956, Y40H7A.88	2	12	3	1	C2	0	1	Control
Gene:WBGene00048507:NA:21ur-3039, Y41E3.134:piRNA	21ur-3039, Y41E3.134	2	4	5	1	C2	1	0	Control
Gene:WBGene00048507:NA:21ur-3039, Y41E3.134:piRNA	21ur-3039, Y41E3.134	2	12	1	1	C2	1	0	Control
Gene:WBGene00048507:NA:21ur-3039, Y41E3.134:piRNA	21ur-3039, Y41E3.134	1	20	1	0	C2	1	0	Control
Gene:WBGene00048509:NA:21ur-4910, Y73F8A.285:piRNA	21ur-4910, Y73F8A.285	2	10	1	1	C2	0	1	Control
Gene:WBGene00048514:NA:21ur-3716, H12I19.33:piRNA	21ur-3716, H12I19.33	2	4	7	1	C2	1	0	Control
Gene:WBGene00048514:NA:21ur-3716, H12I19.33:piRNA	21ur-3716, H12I19.33	1	14	7	0	C2	1	0	Control
Gene:WBGene00048515:NA:21ur-2311, Y105C5B.357:piRNA	21ur-2311, Y105C5B.357	2	2	5	1	C2	0	1	Control
Gene:WBGene00048515:NA:21ur-2311, Y105C5B.357:piRNA	21ur-2311, Y105C5B.357	2	10	1	1	C2	0	1	Control
Gene:WBGene00048518:NA:21ur-1221, K02B2.11:piRNA	21ur-1221, K02B2.11	2	12	1	1	C2	0	1	Control
Gene:WBGene00048521:NA:21ur-538, Y57G11C.291:piRNA	21ur-538, Y57G11C.291	2	10	1	1	C2	1	0	Control
Gene:WBGene00048521:NA:21ur-538, Y57G11C.291:piRNA	21ur-538, Y57G11C.291	2	14	5	1	C2	1	0	Control
Gene:WBGene00048523:NA:21ur-4641, C27H2.33:piRNA	21ur-4641, C27H2.33	2	8	1	1	C2	1	0	Control
Gene:WBGene00048523:NA:21ur-4641, C27H2.33:piRNA	21ur-4641, C27H2.33	2	16	1	1	C2	1	0	Control
Gene:WBGene00048525:NA:21ur-2851, T23G4.30:piRNA	21ur-2851, T23G4.30	2	10	1	1	C2	0	1	Control
Gene:WBGene00048531:NA:21ur-3085, Y57G11C.293:piRNA	21ur-3085, Y57G11C.293	2	8	1	1	C2	1	0	Control
Gene:WBGene00048531:NA:21ur-3085, Y57G11C.293:piRNA	21ur-3085, Y57G11C.293	2	12	1	1	C2	1	0	Control
Gene:WBGene00048531:NA:21ur-3085, Y57G11C.293:piRNA	21ur-3085, Y57G11C.293	2	16	1	1	C2	1	0	Control
Gene:WBGene00048531:NA:21ur-3085, Y57G11C.293:piRNA	21ur-3085, Y57G11C.293	1	20	1	0	C2	1	0	Control
Gene:WBGene00048540:NA:21ur-2978, Y7A9D.16:piRNA	21ur-2978, Y7A9D.16	2	2	1	1	C2	0	1	Control
Gene:WBGene00048540:NA:21ur-2978, Y7A9D.16:piRNA	21ur-2978, Y7A9D.16	2	12	1	1	C2	0	1	Control
Gene:WBGene00048540:NA:21ur-2978, Y7A9D.16:piRNA	21ur-2978, Y7A9D.16	2	16	1	1	C2	0	1	Control
Gene:WBGene00048544:NA:21ur-923, Y105C5B.361:piRNA	21ur-923, Y105C5B.361	2	8	1	1	C2	1	0	Control
Gene:WBGene00048544:NA:21ur-923, Y105C5B.361:piRNA	21ur-923, Y105C5B.361	2	14	1	1	C2	1	0	Control
Gene:WBGene00048544:NA:21ur-923, Y105C5B.361:piRNA	21ur-923, Y105C5B.361	2	18	1	1	C2	1	0	Control
Gene:WBGene00048550:NA:21ur-3925, Y40H7A.91:piRNA	21ur-3925, Y40H7A.91	2	2	1	1	C2	1	0	Control
Gene:WBGene00048550:NA:21ur-3925, Y40H7A.91:piRNA	21ur-3925, Y40H7A.91	2	8	5	1	C2	1	0	Control
Gene:WBGene00048550:NA:21ur-3925, Y40H7A.91:piRNA	21ur-3925, Y40H7A.91	1	16	5	0	C2	1	0	Control
Gene:WBGene00048556:NA:21ur-1981, Y67A10A.80:piRNA	21ur-1981, Y67A10A.80	2	18	1	1	C2	0	1	Control
Gene:WBGene00048560:NA:21ur-5035, F26D12.17:piRNA	21ur-5035, F26D12.17	1	20	1	0	C2	0	1	Control
Gene:WBGene00048564:NA:21ur-2799, Y57G11C.297:piRNA	21ur-2799, Y57G11C.297	1	8	13	0	C2	1	0	Control
Gene:WBGene00048568:NA:21ur-2472, Y105C5A.303:piRNA	21ur-2472, Y105C5A.303	2	2	17	1	C2	1	0	Control
Gene:WBGene00048570:NA:21ur-1705, F13G11.37:piRNA	21ur-1705, F13G11.37	2	4	7	1	C2	1	0	Control
Gene:WBGene00048570:NA:21ur-1705, F13G11.37:piRNA	21ur-1705, F13G11.37	1	16	5	0	C2	1	0	Control
Gene:WBGene00048573:NA:21ur-4587, Y57G11C.299:piRNA	21ur-4587, Y57G11C.299	2	4	3	1	C2	1	0	Control
Gene:WBGene00048577:NA:21ur-3426, F26D12.18:piRNA	21ur-3426, F26D12.18	2	2	5	1	C2	1	0	Control
Gene:WBGene00048577:NA:21ur-3426, F26D12.18:piRNA	21ur-3426, F26D12.18	2	10	3	1	C2	1	0	Control
Gene:WBGene00048577:NA:21ur-3426, F26D12.18:piRNA	21ur-3426, F26D12.18	2	16	3	1	C2	1	0	Control
Gene:WBGene00048586:NA:21ur-4882, Y37A1B.101:piRNA	21ur-4882, Y37A1B.101	2	4	3	1	C2	1	0	Control
Gene:WBGene00048587:NA:21ur-3511, Y73F8A.294:piRNA	21ur-3511, Y73F8A.294	2	8	1	1	C2	1	0	Control
Gene:WBGene00048589:NA:21ur-672, Y67A10A.81:piRNA	21ur-672, Y67A10A.81	2	8	1	1	C2	0	1	Control
Gene:WBGene00048599:NA:21ur-2543, Y57G11C.301:piRNA	21ur-2543, Y57G11C.301	2	12	1	1	C2	1	0	Control
Gene:WBGene00048599:NA:21ur-2543, Y57G11C.301:piRNA	21ur-2543, Y57G11C.301	1	18	3	0	C2	1	0	Control
Gene:WBGene00048602:NA:21ur-1122, Y57G11C.302:piRNA	21ur-1122, Y57G11C.302	2	4	3	1	C2	0	1	Control
